id,name,artist,album,release_date,popularity,duration_ms,genres,album_art_url
3hnQg76YVK1dFOcXvgFDDz,"Azhage Bhramanidam (From ""Devathayai Kanden"")","Harish Raghavendra,Chinmayi Sripaada",Thenisai Thendral,2019-11-18,0,270930,,https://i.scdn.co/image/ab67616d0000b273c227133cb9aaf44d9fffa01a
2ZqzELrxZZyeTPSR7GZBH4,Yaar Azhaippadhu,Ghibran,Maara (Original Motion Picture Soundtrack),2021-01-01,59,250325,"tamil pop, kollywood, devotional",https://i.scdn.co/image/ab67616d0000b27361699895865af6c4cfce199e
6kekHWEQ4SyMe5EjYAlveP,High On Love,"Yuvan Shankar Raja,Sid Sriram","High On Love (From ""Pyaar Prema Kaadhal"" Original Motion Picture Soundtrack)",2018-02-14,0,240169,,https://i.scdn.co/image/ab67616d0000b273156324380810e471c7a036e8
10Zc6GsstyzEMnWB4mTuxE,Verrattaama Verratturiye,Leon James,Veera (Original Motion Picture Soundtrack),2017-03-23,45,276757,"tamil pop, kollywood, tollywood, telugu pop",https://i.scdn.co/image/ab67616d0000b27392b2cbee68641b88de97723b
7HAdKnI0krPTeCtG9QsrEx,Apple Penne,Srinivas,Rojakoottam (Original Motion Picture Soundtrack),2002-08-06,31,334440,"tamil pop, tollywood, kollywood, malayalam pop, telugu pop",https://i.scdn.co/image/ab67616d0000b273966dbed4b044c845a02f57da
0T6z2mf5tb3kv208JXgPj9,Nangaai,Harris Jayaraj,Engeyum Kadhal (Original Motion Picture Soundtrack),2010-11-11,54,276653,"tamil pop, kollywood, tamil dance",https://i.scdn.co/image/ab67616d0000b2733400267d036e5577446bdaf6
0CmXnoIhxUwHiaSQab2cnM,"Thavani Pootta (From ""Sandakozhi"")",Vijay Yesudas,Hits of Harris & Yuvan Isai Thendral,2014-01-12,29,263093,"malayalam pop, mollywood, tamil pop, kollywood",https://i.scdn.co/image/ab67616d0000b273e1bde42c47f2e33e896c5478
6NwEpX2JUWHVKWfDDfcqC4,Idhazhin Oram - The Innocence of Love,Anirudh Ravichander,3 (Original Motion Picture Soundtrack),2011-12-23,68,204866,"tamil pop, kollywood, tamil dance, tollywood, tamil hip hop, telugu pop",https://i.scdn.co/image/ab67616d0000b2730d66934f5370419636c78f18
5sDm6BsZKeC8YwLcbdRVus,Palaanadhu Palaanadhu,Vidyasagar,Kuruvi,2008-08-08,0,251333,"malayalam pop, mollywood, tamil dance, kollywood, tamil pop",https://i.scdn.co/image/ab67616d0000b2738fd55ebb4631f806619a82a1
13nt0ZQGcwH7oPitTFwjPX,Iraiva,Anirudh Ravichander,Velaikkaran (Original Motion Picture Soundtrack),2017-12-04,46,294715,"tamil pop, kollywood, tamil dance, tollywood, tamil hip hop, telugu pop",https://i.scdn.co/image/ab67616d0000b273c8f85626cf23f8113c4e0ab9
6s6evoMsDwWqjTvqbvbs5F,Nillayo,Haricharan,Bairavaa,2016-12-21,0,252688,"mollywood, tamil pop, tollywood, telugu pop, malayalam pop, kollywood, tamil dance, kannada pop",https://i.scdn.co/image/ab67616d0000b273a820f4022de5b6f1b6d460f1
4HDzsx1dJKbuL0YkffBuBm,Thodu Vaanam,Harris Jayaraj,Anegan (Original Motion Picture Soundtrack),2014-11-10,61,315213,"tamil pop, kollywood, tamil dance",https://i.scdn.co/image/ab67616d0000b2737f321a49a5fd18e4b2258118
7zEqY4oGrTVOx85VlRSymi,Tamilselvi,Anirudh Ravichander,Remo (Original Motion Picture Soundtrack),2016-09-05,57,230388,"tamil pop, kollywood, tamil dance, tollywood, tamil hip hop, telugu pop",https://i.scdn.co/image/ab67616d0000b273476dd4ecf104ced7a778eeb8
4nSwWiwtieiNmRAjy9fEXN,Kannala Kannala - The Melting Point of Love,Hiphop Tamizha,Thani Oruvan (Original Motion Picture Soundtrack),2015-07-22,65,215456,"tamil hip hop, tamil pop, kollywood, tamil dance, tamil indie",https://i.scdn.co/image/ab67616d0000b273819d40c7d46bf2cf31ee1b23
13wIQbwSuQ4YFvDvtQgSVc,Vaarayo Vaarayo,Harris Jayaraj,Aadhavan (Original Motion Picture Soundtrack),2009-08-09,66,316680,"tamil pop, kollywood, tamil dance",https://i.scdn.co/image/ab67616d0000b273555862c7f059ba85617a68ee
0fGclndst25Qqy8j4u5De5,"Chellamma (From ""Doctor"")",Anirudh Ravichander,"Chellamma (From ""Doctor"")",2020-07-16,58,236500,"tamil pop, kollywood, tamil dance, tollywood, tamil hip hop, telugu pop",https://i.scdn.co/image/ab67616d0000b273c956570aa19c0b82b719fee6
2GYzXSeNa3Y0BfIfS1VJj3,Yaen Ennai Pirindhaai,Sid Sriram,Adithya Varma,2019-08-16,62,198250,"tollywood, telugu pop, tamil pop, kollywood",https://i.scdn.co/image/ab67616d0000b2732eafab74725e28b1d69c12f7
1wIfq9Zul77qAtokyLTlXr,Ava Enna,Harris Jayaraj,Vaaranam Aayiram (Original Motion Picture Soundtrack),2008-10-08,66,318493,"tamil pop, kollywood, tamil dance",https://i.scdn.co/image/ab67616d0000b273812bfb4e32feb448e527e8b1
47Cd4WP1ZOK8WXC68kqZ03,Ennadi Maayavi Nee,Sid Sriram,VadaChennai (Original Motion Picture Soundtrack),2018-09-23,0,251000,"tollywood, telugu pop, tamil pop, kollywood",https://i.scdn.co/image/ab67616d0000b273b6d37617b6be6b66bf42676a
5cfKBuE5XKtlaNOVjQwA9H,"Kadhaippoma (From ""Oh My Kadavule"")",Leon James,"Kadhaippoma (From ""Oh My Kadavule"")",2020-01-03,65,282208,"tamil pop, kollywood, tollywood, telugu pop",https://i.scdn.co/image/ab67616d0000b273b61a7d4c017c37ca46e19f8d
4Va9qUpMta6PavfMwYI8MI,Unnaale Unnaale,Karthik,Unnale Unnale (Original Motion Picture Soundtrack),2006-12-31,45,283373,"telugu pop, tollywood, tamil pop, kollywood, kannada pop, tamil dance, malayalam pop, mollywood",https://i.scdn.co/image/ab67616d0000b27318bd30991b8bdd303df0f44e
4LK8863ScRhhT6hitFfBI5,Aval,Santhosh Narayanan,Manithan (Original Motion Picture Soundtrack),2016-04-08,65,266639,"tamil pop, kollywood, tamil hip hop, tamil dance",https://i.scdn.co/image/ab67616d0000b273803e99ee30bb2d8169a3fa57
2DnfC8ghXPQgn1SKPCCL6S,Mun Andhi,Harris Jayaraj,7 Aum Arivu (Original Motion Picture Soundtrack),2011-09-22,63,374760,"tamil pop, kollywood, tamil dance",https://i.scdn.co/image/ab67616d0000b273a92381244276bb228861a4b4
0vzEVSSjovxIn85uyrsvV3,"Iraiva (From ""Velaikkaran"")",Anirudh Ravichander,"Iraiva (From ""Velaikkaran"")",2017-11-02,33,294715,"tamil pop, kollywood, tamil dance, tollywood, tamil hip hop, telugu pop",https://i.scdn.co/image/ab67616d0000b273835c085446a6a112c980c5ad
10eHq0shtqQxcBDggf0kxy,Pona Usuru Vanthurichu,Haricharan,Thodari,2016-06-06,0,273448,"mollywood, tamil pop, tollywood, telugu pop, malayalam pop, kollywood, tamil dance, kannada pop",https://i.scdn.co/image/ab67616d0000b2737edf51f9f1911a3347e8a6a8
5PNZX8yqzqqAMPpl3UAoaP,Moongil Thottam,A.R. Rahman,Kadal (Original Motion Picture Soundtrack),2012-12-14,61,275093,"tamil pop, kollywood, bollywood, sufi, hindi pop, desi, tamil dance",https://i.scdn.co/image/ab67616d0000b273aa88b57fe7e5cbe912644688
3Bg94E2bWz2yBp8MjLx9B8,Ammadi Un Azhagu,D. Imman,Vellakkara Durai (Original Motion Picture Soundtrack),2014-12-10,52,268573,"tamil pop, tamil dance, kollywood",https://i.scdn.co/image/ab67616d0000b273b575e54e8f1f6b90512642e6
1BMtIj5bbGbdTAxlXaseR7,Yellae Lama,Harris Jayaraj,7 Aum Arivu (Original Motion Picture Soundtrack),2011-09-22,54,320426,"tamil pop, kollywood, tamil dance",https://i.scdn.co/image/ab67616d0000b273a92381244276bb228861a4b4
4NQBqInyE7zvjIiP4j1dmy,Sirikkadhey,Anirudh Ravichander,Remo (Original Motion Picture Soundtrack),2016-09-05,61,245888,"tamil pop, kollywood, tamil dance, tollywood, tamil hip hop, telugu pop",https://i.scdn.co/image/ab67616d0000b273476dd4ecf104ced7a778eeb8
6Ro16W3cg8dg7um9aRLWAj,Yaar Indha Saalai Oram,G. V. Prakash,Thalaivaa (Original Motion Picture Soundtrack),2013-06-21,62,315493,"tamil pop, kollywood, tamil dance, tollywood, tamil hip hop, telugu pop",https://i.scdn.co/image/ab67616d0000b2736a567a1c612bb9c3985a5a5f
26drTTC70Sw1QFa2CpivJs,Yaar Intha,Haricharan,Boss n' Baskaran (Original Motion Picture Soundtrack),2010-08-27,52,304363,"mollywood, tamil pop, tollywood, telugu pop, malayalam pop, kollywood, tamil dance, kannada pop",https://i.scdn.co/image/ab67616d0000b2733df6572025d0f202bc31922e
5Nuv6312XkkZd82AnnSc9g,Pookkalae Sattru Oyivedungal,A.R. Rahman,I (Original Motion Picture Soundtrack),2014-09-18,60,308161,"tamil pop, kollywood, bollywood, sufi, hindi pop, desi, tamil dance",https://i.scdn.co/image/ab67616d0000b273809bf7d9ca23a1056904ed3d
3Bh8VEMG1ugQgDHsuxJkat,Mayilrage,Madhusree,Anbe Aaruyire (Original Motion Picture Soundtrack),2013-03-28,59,322861,"tamil pop, kollywood",https://i.scdn.co/image/ab67616d0000b27391a0c9fbbbc990d4df421513
3ywjIbXWgG5Vjom6zhA2aP,Velicha Poove,Anirudh Ravichander,Ethir Neechal (Original Motion Picture Soundtrack),2012-12-15,58,312280,"tamil pop, kollywood, tamil dance, tollywood, tamil hip hop, telugu pop",https://i.scdn.co/image/ab67616d0000b273a19cdda1305f8a0a0a59b4a0
0xttqqTj7ZAGyVkfOYxQ4F,Nee Paartha Vizhigal - The Touch of Love,Anirudh Ravichander,3 (Original Motion Picture Soundtrack),2011-12-23,69,264506,"tamil pop, kollywood, tamil dance, tollywood, tamil hip hop, telugu pop",https://i.scdn.co/image/ab67616d0000b2730d66934f5370419636c78f18
6H1hnJRQOGQ9djPL3jNu9G,Imaye Imaye,G. V. Prakash,Raja Rani (Original Motion Picture Soundtrack),2013-08-23,65,208440,"tamil pop, kollywood, tamil dance, tollywood, tamil hip hop, telugu pop",https://i.scdn.co/image/ab67616d0000b27384e60191c6706523261a8bef
5KJSI1MjQeXEBHBYMjgP41,Innum Konjam Naeram,A.R. Rahman,Maryan (Original Motion Picture Soundtrack),2013-05-13,67,313533,"tamil pop, kollywood, bollywood, sufi, hindi pop, desi, tamil dance",https://i.scdn.co/image/ab67616d0000b273453744769f58164eb7dd90c8
7FEWG1bL31YAcnxJQvxJJO,Nenjukkule,A.R. Rahman,Kadal (Original Motion Picture Soundtrack),2012-12-14,61,290000,"tamil pop, kollywood, bollywood, sufi, hindi pop, desi, tamil dance",https://i.scdn.co/image/ab67616d0000b273aa88b57fe7e5cbe912644688
1yAzGEbVdyAO1RG5m1KjWJ,Adiye,A.R. Rahman,Kadal (Original Motion Picture Soundtrack),2012-12-14,46,301973,"tamil pop, kollywood, bollywood, sufi, hindi pop, desi, tamil dance",https://i.scdn.co/image/ab67616d0000b273aa88b57fe7e5cbe912644688
00bHxCcteaAJhU5WiP1mtf,Unakkenna Venum Sollu,Harris Jayaraj,Yennai Arindhaal (Original Motion Picture Soundtrack),2015-01-04,56,308242,"tamil pop, kollywood, tamil dance",https://i.scdn.co/image/ab67616d0000b273673ce5ba3c125470e36ecff9
7JEvkDd5QsVH4qZO4Q2gNO,Neeyum Naanum,Anirudh Ravichander and Neeti Mohan,Wunderboy Anirudh,2016-03-03,0,301950,,https://i.scdn.co/image/ab67616d0000b2738f94bd8e3d094fc64ec2bb0c
4vlMdXsRpAIXYggwbNHZSv,Nenjukkul Peidhidum,Harris Jayaraj,Vaaranam Aayiram (Original Motion Picture Soundtrack),2008-10-08,66,369333,"tamil pop, kollywood, tamil dance",https://i.scdn.co/image/ab67616d0000b273812bfb4e32feb448e527e8b1
20dLgt3WQuNIVvHvUmnar8,Kaathalae Kaathalae - Version 1,Govind Vasantha,96 (Original Motion Picture Soundtrack),2018-08-17,57,193267,"tamil pop, mollywood, kollywood, malayalam hip hop, malayalam pop",https://i.scdn.co/image/ab67616d0000b2734773c0170efaf20a22e61121
6wBXSf1chpnyXGOSvANs0a,Thalli Pogathey,A.R. Rahman,Achcham Yenbadhu Madamaiyada (Original Motion Picture Soundtrack),2016-06-20,0,268055,"tamil pop, kollywood, bollywood, sufi, hindi pop, desi, tamil dance",https://i.scdn.co/image/ab67616d0000b273d2c57132f48f437dc2976acc
5b1zcET4JFw1BHh8rsjHq3,Thangamey,Anirudh Ravichander,Wunderboy Anirudh,2016-03-03,0,262539,"tamil pop, kollywood, tamil dance, tollywood, tamil hip hop, telugu pop",https://i.scdn.co/image/ab67616d0000b2738f94bd8e3d094fc64ec2bb0c
24GlSNySJ9tAwkvZPuVb63,Udhungada Sangu,Anirudh Ravichander,Velai Illa Pattadhaari (Original Motion Picture Soundtrack),2016-01-14,0,209640,"tamil pop, kollywood, tamil dance, tollywood, tamil hip hop, telugu pop",https://i.scdn.co/image/ab67616d0000b273fe210e1ca467bac61136d2c4
2eSrYpnCUjJmbVFR7A3nzZ,"Azhagiye (From ""Kaatru Veliyidai"")",A.R. Rahman,Rahman Rewind: Romance,2019-01-04,42,224657,"tamil pop, kollywood, bollywood, sufi, hindi pop, desi, tamil dance",https://i.scdn.co/image/ab67616d0000b27357bb11d8eebff5c3de35ec0d
7lLvUOWs18JJIHitmU9mZ7,What a Karavaad,Dhanush,Velai Illa Pattadhaari,2014-02-14,0,267942,"tamil dance, tamil pop, kollywood",https://i.scdn.co/image/ab67616d0000b2730ed6c741dcca049207d9b415
3KrKkY581OwameSpuutY6H,"Ethir Neechal (From ""Ethir Neechal"")",Anirudh Ravichander,Bromance: Anirudh Ravichander & Sivakarthikeyan,2018-03-23,47,270720,"tamil pop, kollywood, tamil dance, tollywood, tamil hip hop, telugu pop",https://i.scdn.co/image/ab67616d0000b273d8d94e629559d1ee95e486b7
0Ps7lWZdj1NAuyAVumclyC,Adhaaru Adhaaru,Harris Jayaraj,Yennai Arindhaal (Original Motion Picture Soundtrack),2015-01-04,59,295557,"tamil pop, kollywood, tamil dance",https://i.scdn.co/image/ab67616d0000b273673ce5ba3c125470e36ecff9
7HWiw6fOuuaiu6Rfycl2MK,Dandanakka,D. Imman,Romeo Juliet (Original Motion Picture Soundtrack),2015-03-12,50,260129,"tamil pop, tamil dance, kollywood",https://i.scdn.co/image/ab67616d0000b273a1b7f6c0129ee7bdf0671767
3BiUjo9clGxzlTRFMnE4lR,Jingiliya,Devi Sri Prasad,Puli (Telugu) [Original Motion Picture Soundtrack],2015-09-20,30,265706,"telugu pop, tollywood, tamil dance, tamil pop, kollywood",https://i.scdn.co/image/ab67616d0000b2731e176f7641ac78fceced7683
20WilMrcmaaHChKpcrUrq6,"Local Boys (From ""Ethir Neechal"")",Anirudh Ravichander,Mass Level : Anirudh Ravichander,2017-08-18,49,274426,"tamil pop, kollywood, tamil dance, tollywood, tamil hip hop, telugu pop",https://i.scdn.co/image/ab67616d0000b2737ca6d1ff2a79107d88bd597b
2qWtVodJgQ6HtLgNuAK8Nb,Adiyae Ivalaey,D. Imman,Romeo Juliet (Original Motion Picture Soundtrack),2015-03-12,48,287272,"tamil pop, tamil dance, kollywood",https://i.scdn.co/image/ab67616d0000b273a1b7f6c0129ee7bdf0671767
